2023-09-23 13:58:00,282 - INFO - Epoch 0, Training Loss: 0.7129805684089661, Validation Loss: 0.6832046508789062
2023-09-23 13:58:00,282 - INFO - Epoch 0, Training Loss: 0.7129805684089661, Validation Loss: 0.6832046508789062
2023-09-23 13:58:00,282 - INFO - Epoch 0, Training Loss: 0.7129805684089661, Validation Loss: 0.6832046508789062
2023-09-23 13:58:10,547 - INFO - Epoch 1, Training Loss: 0.5419676303863525, Validation Loss: 0.5152378678321838
2023-09-23 13:58:10,547 - INFO - Epoch 1, Training Loss: 0.5419676303863525, Validation Loss: 0.5152378678321838
2023-09-23 13:58:10,547 - INFO - Epoch 1, Training Loss: 0.5419676303863525, Validation Loss: 0.5152378678321838
2023-09-23 13:58:20,799 - INFO - Epoch 2, Training Loss: 0.4520067572593689, Validation Loss: 0.4290185272693634
2023-09-23 13:58:20,799 - INFO - Epoch 2, Training Loss: 0.4520067572593689, Validation Loss: 0.4290185272693634
2023-09-23 13:58:20,799 - INFO - Epoch 2, Training Loss: 0.4520067572593689, Validation Loss: 0.4290185272693634
2023-09-23 13:58:29,274 - INFO - Epoch 3, Training Loss: 0.41666263341903687, Validation Loss: 0.41201719641685486
2023-09-23 13:58:29,274 - INFO - Epoch 3, Training Loss: 0.41666263341903687, Validation Loss: 0.41201719641685486
2023-09-23 13:58:29,274 - INFO - Epoch 3, Training Loss: 0.41666263341903687, Validation Loss: 0.41201719641685486
2023-09-23 13:58:41,675 - INFO - Epoch 4, Training Loss: 0.3704700171947479, Validation Loss: 0.35750770568847656
2023-09-23 13:58:41,675 - INFO - Epoch 4, Training Loss: 0.3704700171947479, Validation Loss: 0.35750770568847656
2023-09-23 13:58:41,675 - INFO - Epoch 4, Training Loss: 0.3704700171947479, Validation Loss: 0.35750770568847656
2023-09-23 13:58:49,418 - INFO - Epoch 5, Training Loss: 0.3547137379646301, Validation Loss: 0.36290690302848816
2023-09-23 13:58:49,418 - INFO - Epoch 5, Training Loss: 0.3547137379646301, Validation Loss: 0.36290690302848816
2023-09-23 13:58:49,418 - INFO - Epoch 5, Training Loss: 0.3547137379646301, Validation Loss: 0.36290690302848816
2023-09-23 13:59:01,246 - INFO - Epoch 6, Training Loss: 0.3302263617515564, Validation Loss: 0.3231668770313263
2023-09-23 13:59:01,246 - INFO - Epoch 6, Training Loss: 0.3302263617515564, Validation Loss: 0.3231668770313263
2023-09-23 13:59:01,246 - INFO - Epoch 6, Training Loss: 0.3302263617515564, Validation Loss: 0.3231668770313263
2023-09-23 13:59:15,761 - INFO - Epoch 7, Training Loss: 0.3204410970211029, Validation Loss: 0.33274954557418823
2023-09-23 13:59:15,761 - INFO - Epoch 7, Training Loss: 0.3204410970211029, Validation Loss: 0.33274954557418823
2023-09-23 13:59:15,761 - INFO - Epoch 7, Training Loss: 0.3204410970211029, Validation Loss: 0.33274954557418823
2023-09-23 13:59:30,189 - INFO - Epoch 8, Training Loss: 0.30480876564979553, Validation Loss: 0.30142706632614136
2023-09-23 13:59:30,189 - INFO - Epoch 8, Training Loss: 0.30480876564979553, Validation Loss: 0.30142706632614136
2023-09-23 13:59:30,189 - INFO - Epoch 8, Training Loss: 0.30480876564979553, Validation Loss: 0.30142706632614136
2023-09-23 13:59:38,216 - INFO - Epoch 9, Training Loss: 0.2969009280204773, Validation Loss: 0.31144317984580994
2023-09-23 13:59:38,216 - INFO - Epoch 9, Training Loss: 0.2969009280204773, Validation Loss: 0.31144317984580994
2023-09-23 13:59:38,216 - INFO - Epoch 9, Training Loss: 0.2969009280204773, Validation Loss: 0.31144317984580994
2023-09-23 13:59:50,003 - INFO - Epoch 10, Training Loss: 0.2856288254261017, Validation Loss: 0.2854282855987549
2023-09-23 13:59:50,003 - INFO - Epoch 10, Training Loss: 0.2856288254261017, Validation Loss: 0.2854282855987549
2023-09-23 13:59:50,003 - INFO - Epoch 10, Training Loss: 0.2856288254261017, Validation Loss: 0.2854282855987549
2023-09-23 14:00:00,383 - INFO - Epoch 11, Training Loss: 0.2795182466506958, Validation Loss: 0.2963794767856598
2023-09-23 14:00:00,383 - INFO - Epoch 11, Training Loss: 0.2795182466506958, Validation Loss: 0.2963794767856598
2023-09-23 14:00:00,383 - INFO - Epoch 11, Training Loss: 0.2795182466506958, Validation Loss: 0.2963794767856598
2023-09-23 14:00:07,030 - INFO - Epoch 12, Training Loss: 0.2712511718273163, Validation Loss: 0.2750900387763977
2023-09-23 14:00:07,030 - INFO - Epoch 12, Training Loss: 0.2712511718273163, Validation Loss: 0.2750900387763977
2023-09-23 14:00:07,030 - INFO - Epoch 12, Training Loss: 0.2712511718273163, Validation Loss: 0.2750900387763977
2023-09-23 14:00:13,929 - INFO - Epoch 13, Training Loss: 0.26596373319625854, Validation Loss: 0.2864006757736206
2023-09-23 14:00:13,929 - INFO - Epoch 13, Training Loss: 0.26596373319625854, Validation Loss: 0.2864006757736206
2023-09-23 14:00:13,929 - INFO - Epoch 13, Training Loss: 0.26596373319625854, Validation Loss: 0.2864006757736206
2023-09-23 14:00:22,371 - INFO - Epoch 14, Training Loss: 0.25995954871177673, Validation Loss: 0.26875394582748413
2023-09-23 14:00:22,371 - INFO - Epoch 14, Training Loss: 0.25995954871177673, Validation Loss: 0.26875394582748413
2023-09-23 14:00:22,371 - INFO - Epoch 14, Training Loss: 0.25995954871177673, Validation Loss: 0.26875394582748413
2023-09-23 14:00:29,132 - INFO - Epoch 15, Training Loss: 0.2571149468421936, Validation Loss: 0.27520012855529785
2023-09-23 14:00:29,132 - INFO - Epoch 15, Training Loss: 0.2571149468421936, Validation Loss: 0.27520012855529785
2023-09-23 14:00:29,132 - INFO - Epoch 15, Training Loss: 0.2571149468421936, Validation Loss: 0.27520012855529785
2023-09-23 14:00:36,974 - INFO - Epoch 16, Training Loss: 0.2536798417568207, Validation Loss: 0.2682899534702301
2023-09-23 14:00:36,974 - INFO - Epoch 16, Training Loss: 0.2536798417568207, Validation Loss: 0.2682899534702301
2023-09-23 14:00:36,974 - INFO - Epoch 16, Training Loss: 0.2536798417568207, Validation Loss: 0.2682899534702301
2023-09-23 14:00:43,924 - INFO - Epoch 17, Training Loss: 0.2502753436565399, Validation Loss: 0.26623839139938354
2023-09-23 14:00:43,924 - INFO - Epoch 17, Training Loss: 0.2502753436565399, Validation Loss: 0.26623839139938354
2023-09-23 14:00:43,924 - INFO - Epoch 17, Training Loss: 0.2502753436565399, Validation Loss: 0.26623839139938354
2023-09-23 14:00:50,234 - INFO - Epoch 18, Training Loss: 0.2436199188232422, Validation Loss: 0.2616586685180664
2023-09-23 14:00:50,234 - INFO - Epoch 18, Training Loss: 0.2436199188232422, Validation Loss: 0.2616586685180664
2023-09-23 14:00:50,234 - INFO - Epoch 18, Training Loss: 0.2436199188232422, Validation Loss: 0.2616586685180664
2023-09-23 14:00:57,396 - INFO - Epoch 19, Training Loss: 0.23953109979629517, Validation Loss: 0.2563841938972473
2023-09-23 14:00:57,396 - INFO - Epoch 19, Training Loss: 0.23953109979629517, Validation Loss: 0.2563841938972473
2023-09-23 14:00:57,396 - INFO - Epoch 19, Training Loss: 0.23953109979629517, Validation Loss: 0.2563841938972473
2023-09-23 14:01:04,996 - INFO - Epoch 20, Training Loss: 0.23335522413253784, Validation Loss: 0.2550562024116516
2023-09-23 14:01:04,996 - INFO - Epoch 20, Training Loss: 0.23335522413253784, Validation Loss: 0.2550562024116516
2023-09-23 14:01:04,996 - INFO - Epoch 20, Training Loss: 0.23335522413253784, Validation Loss: 0.2550562024116516
2023-09-23 14:01:12,782 - INFO - Epoch 21, Training Loss: 0.23209069669246674, Validation Loss: 0.24972595274448395
2023-09-23 14:01:12,782 - INFO - Epoch 21, Training Loss: 0.23209069669246674, Validation Loss: 0.24972595274448395
2023-09-23 14:01:12,782 - INFO - Epoch 21, Training Loss: 0.23209069669246674, Validation Loss: 0.24972595274448395
2023-09-23 14:01:22,303 - INFO - Epoch 22, Training Loss: 0.22791029512882233, Validation Loss: 0.2512121796607971
2023-09-23 14:01:22,303 - INFO - Epoch 22, Training Loss: 0.22791029512882233, Validation Loss: 0.2512121796607971
2023-09-23 14:01:22,303 - INFO - Epoch 22, Training Loss: 0.22791029512882233, Validation Loss: 0.2512121796607971
2023-09-23 14:01:31,521 - INFO - Epoch 23, Training Loss: 0.22691556811332703, Validation Loss: 0.24139025807380676
2023-09-23 14:01:31,521 - INFO - Epoch 23, Training Loss: 0.22691556811332703, Validation Loss: 0.24139025807380676
2023-09-23 14:01:31,521 - INFO - Epoch 23, Training Loss: 0.22691556811332703, Validation Loss: 0.24139025807380676
2023-09-23 14:01:38,259 - INFO - Epoch 24, Training Loss: 0.22211185097694397, Validation Loss: 0.24917806684970856
2023-09-23 14:01:38,259 - INFO - Epoch 24, Training Loss: 0.22211185097694397, Validation Loss: 0.24917806684970856
2023-09-23 14:01:38,259 - INFO - Epoch 24, Training Loss: 0.22211185097694397, Validation Loss: 0.24917806684970856
2023-09-23 14:01:45,498 - INFO - Epoch 25, Training Loss: 0.22091984748840332, Validation Loss: 0.23883359134197235
2023-09-23 14:01:45,498 - INFO - Epoch 25, Training Loss: 0.22091984748840332, Validation Loss: 0.23883359134197235
2023-09-23 14:01:45,498 - INFO - Epoch 25, Training Loss: 0.22091984748840332, Validation Loss: 0.23883359134197235
2023-09-23 14:01:51,513 - INFO - Epoch 26, Training Loss: 0.21650220453739166, Validation Loss: 0.246619313955307
2023-09-23 14:01:51,513 - INFO - Epoch 26, Training Loss: 0.21650220453739166, Validation Loss: 0.246619313955307
2023-09-23 14:01:51,513 - INFO - Epoch 26, Training Loss: 0.21650220453739166, Validation Loss: 0.246619313955307
2023-09-23 14:01:58,729 - INFO - Epoch 27, Training Loss: 0.2150401473045349, Validation Loss: 0.2380983680486679
2023-09-23 14:01:58,729 - INFO - Epoch 27, Training Loss: 0.2150401473045349, Validation Loss: 0.2380983680486679
2023-09-23 14:01:58,729 - INFO - Epoch 27, Training Loss: 0.2150401473045349, Validation Loss: 0.2380983680486679
2023-09-23 14:02:04,878 - INFO - Epoch 28, Training Loss: 0.2112727016210556, Validation Loss: 0.24278709292411804
2023-09-23 14:02:04,878 - INFO - Epoch 28, Training Loss: 0.2112727016210556, Validation Loss: 0.24278709292411804
2023-09-23 14:02:04,878 - INFO - Epoch 28, Training Loss: 0.2112727016210556, Validation Loss: 0.24278709292411804
2023-09-23 14:02:11,437 - INFO - Epoch 29, Training Loss: 0.20933204889297485, Validation Loss: 0.23597171902656555
2023-09-23 14:02:11,437 - INFO - Epoch 29, Training Loss: 0.20933204889297485, Validation Loss: 0.23597171902656555
2023-09-23 14:02:11,437 - INFO - Epoch 29, Training Loss: 0.20933204889297485, Validation Loss: 0.23597171902656555
2023-09-23 14:02:17,568 - INFO - Epoch 30, Training Loss: 0.20641276240348816, Validation Loss: 0.2395799458026886
2023-09-23 14:02:17,568 - INFO - Epoch 30, Training Loss: 0.20641276240348816, Validation Loss: 0.2395799458026886
2023-09-23 14:02:17,568 - INFO - Epoch 30, Training Loss: 0.20641276240348816, Validation Loss: 0.2395799458026886
2023-09-23 14:02:27,145 - INFO - Epoch 31, Training Loss: 0.20448942482471466, Validation Loss: 0.2307840883731842
2023-09-23 14:02:27,145 - INFO - Epoch 31, Training Loss: 0.20448942482471466, Validation Loss: 0.2307840883731842
2023-09-23 14:02:27,145 - INFO - Epoch 31, Training Loss: 0.20448942482471466, Validation Loss: 0.2307840883731842
2023-09-23 14:02:35,030 - INFO - Epoch 32, Training Loss: 0.20271137356758118, Validation Loss: 0.2377919852733612
2023-09-23 14:02:35,030 - INFO - Epoch 32, Training Loss: 0.20271137356758118, Validation Loss: 0.2377919852733612
2023-09-23 14:02:35,030 - INFO - Epoch 32, Training Loss: 0.20271137356758118, Validation Loss: 0.2377919852733612
2023-09-23 14:02:45,173 - INFO - Epoch 33, Training Loss: 0.2003978043794632, Validation Loss: 0.22931286692619324
2023-09-23 14:02:45,173 - INFO - Epoch 33, Training Loss: 0.2003978043794632, Validation Loss: 0.22931286692619324
2023-09-23 14:02:45,173 - INFO - Epoch 33, Training Loss: 0.2003978043794632, Validation Loss: 0.22931286692619324
2023-09-23 14:02:53,318 - INFO - Epoch 34, Training Loss: 0.1995735615491867, Validation Loss: 0.23715978860855103
2023-09-23 14:02:53,318 - INFO - Epoch 34, Training Loss: 0.1995735615491867, Validation Loss: 0.23715978860855103
2023-09-23 14:02:53,318 - INFO - Epoch 34, Training Loss: 0.1995735615491867, Validation Loss: 0.23715978860855103
2023-09-23 14:02:59,880 - INFO - Epoch 35, Training Loss: 0.19655558466911316, Validation Loss: 0.2277546525001526
2023-09-23 14:02:59,880 - INFO - Epoch 35, Training Loss: 0.19655558466911316, Validation Loss: 0.2277546525001526
2023-09-23 14:02:59,880 - INFO - Epoch 35, Training Loss: 0.19655558466911316, Validation Loss: 0.2277546525001526
2023-09-23 14:03:07,114 - INFO - Epoch 36, Training Loss: 0.19675947725772858, Validation Loss: 0.23416998982429504
2023-09-23 14:03:07,114 - INFO - Epoch 36, Training Loss: 0.19675947725772858, Validation Loss: 0.23416998982429504
2023-09-23 14:03:07,114 - INFO - Epoch 36, Training Loss: 0.19675947725772858, Validation Loss: 0.23416998982429504
2023-09-23 14:03:15,561 - INFO - Epoch 37, Training Loss: 0.1937735378742218, Validation Loss: 0.22639653086662292
2023-09-23 14:03:15,561 - INFO - Epoch 37, Training Loss: 0.1937735378742218, Validation Loss: 0.22639653086662292
2023-09-23 14:03:15,561 - INFO - Epoch 37, Training Loss: 0.1937735378742218, Validation Loss: 0.22639653086662292
2023-09-23 14:03:22,807 - INFO - Epoch 38, Training Loss: 0.19441932439804077, Validation Loss: 0.231063112616539
2023-09-23 14:03:22,807 - INFO - Epoch 38, Training Loss: 0.19441932439804077, Validation Loss: 0.231063112616539
2023-09-23 14:03:22,807 - INFO - Epoch 38, Training Loss: 0.19441932439804077, Validation Loss: 0.231063112616539
2023-09-23 14:03:45,166 - INFO - Epoch 39, Training Loss: 0.19048051536083221, Validation Loss: 0.22549504041671753
2023-09-23 14:03:45,166 - INFO - Epoch 39, Training Loss: 0.19048051536083221, Validation Loss: 0.22549504041671753
2023-09-23 14:03:45,166 - INFO - Epoch 39, Training Loss: 0.19048051536083221, Validation Loss: 0.22549504041671753
2023-09-23 14:03:54,125 - INFO - Epoch 40, Training Loss: 0.19020693004131317, Validation Loss: 0.2274191975593567
2023-09-23 14:03:54,125 - INFO - Epoch 40, Training Loss: 0.19020693004131317, Validation Loss: 0.2274191975593567
2023-09-23 14:03:54,125 - INFO - Epoch 40, Training Loss: 0.19020693004131317, Validation Loss: 0.2274191975593567
2023-09-23 14:04:02,008 - INFO - Epoch 41, Training Loss: 0.18705762922763824, Validation Loss: 0.22236691415309906
2023-09-23 14:04:02,008 - INFO - Epoch 41, Training Loss: 0.18705762922763824, Validation Loss: 0.22236691415309906
